"['3450', '370', '3:0:0', '1', '0.60', '236', '0.00', '0.13', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15460', '3:0:0', '1', '0.60', '236', '0.00', '0.38', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15461', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15462', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15463', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15464', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15465', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15466', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15467', '3:0:0', '1', '0.60', '236', '0.00', '0.07', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15468', '3:0:0', '1', '0.60', '236', '0.00', '0.07', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15469', '3:0:0', '1', '0.60', '236', '0.00', '0.19', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15470', '3:0:0', '1', '0.60', '236', '0.00', '0.37', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15471', '3:0:0', '1', '0.60', '236', '0.00', '0.68', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15472', '3:0:0', '1', '0.60', '236', '0.00', '0.60', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15473', '3:0:0', '1', '0.60', '236', '0.00', '0.61', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15474', '3:0:0', '1', '0.60', '236', '0.00', '0.31', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15475', '3:0:0', '1', '0.60', '236', '0.00', '0.88', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15476', '3:0:0', '1', '0.60', '236', '0.00', '0.50', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15477', '3:0:0', '1', '0.60', '236', '0.00', '0.36', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15478', '3:0:0', '1', '0.60', '236', '0.00', '0.21', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15479', '3:0:0', '1', '0.60', '236', '0.00', '0.25', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15480', '3:0:0', '1', '0.60', '236', '0.00', '0.45', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15481', '3:0:0', '1', '0.60', '236', '0.00', '0.24', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15482', '3:0:0', '1', '0.60', '236', '0.00', '0.68', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15483', '3:0:0', '1', '0.60', '236', '0.00', '0.30', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15484', '3:0:0', '1', '0.60', '236', '0.00', '0.37', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15485', '3:0:0', '1', '0.60', '236', '0.00', '0.42', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15486', '3:0:0', '1', '0.60', '236', '0.00', '0.47', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15487', '3:0:0', '1', '0.60', '236', '0.00', '0.52', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15488', '3:0:0', '1', '0.60', '236', '0.00', '0.29', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15489', '3:0:0', '1', '0.60', '236', '0.00', '0.59', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15490', '3:0:0', '1', '0.60', '236', '0.00', '0.56', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15491', '3:0:0', '1', '0.60', '236', '0.00', '0.24', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15492', '3:0:0', '1', '0.60', '236', '0.00', '0.23', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15493', '3:0:0', '1', '0.60', '236', '0.00', '0.59', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15494', '3:0:0', '1', '0.60', '236', '0.00', '0.62', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15495', '3:0:0', '1', '0.60', '236', '0.00', '0.39', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15496', '3:0:0', '1', '0.60', '236', '0.00', '0.58', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15497', '3:0:0', '1', '0.60', '236', '0.00', '0.34', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15498', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15499', '3:0:0', '1', '0.60', '236', '0.00', '0.07', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15500', '3:0:0', '1', '0.60', '236', '0.00', '0.14', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15501', '3:0:0', '1', '0.60', '236', '0.00', '0.23', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15502', '3:0:0', '1', '0.60', '236', '0.00', '0.37', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15503', '3:0:0', '1', '0.60', '236', '0.00', '0.30', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15504', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15505', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15506', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15507', '3:0:0', '1', '0.60', '236', '0.00', '0.41', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15508', '3:0:0', '1', '0.60', '236', '0.00', '0.32', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15509', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15510', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15511', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15512', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15513', '3:0:0', '1', '0.60', '236', '0.00', '0.38', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15514', '3:0:0', '1', '0.60', '236', '0.00', '0.41', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15515', '3:0:0', '1', '0.60', '236', '0.00', '0.37', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15516', '3:0:0', '1', '0.60', '236', '0.00', '0.73', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15517', '3:0:0', '1', '0.60', '236', '0.00', '0.47', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15518', '3:0:0', '1', '0.60', '236', '0.00', '0.24', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15519', '3:0:0', '1', '0.60', '236', '0.00', '0.23', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15520', '3:0:0', '1', '0.60', '236', '0.00', '0.40', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15521', '3:0:0', '1', '0.60', '236', '0.00', '0.33', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15522', '3:0:0', '1', '0.60', '236', '0.00', '0.25', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15523', '3:0:0', '1', '0.60', '236', '0.00', '0.35', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15524', '3:0:0', '1', '0.60', '236', '0.00', '0.32', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15525', '3:0:0', '1', '0.60', '236', '0.00', '0.23', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15526', '3:0:0', '1', '0.60', '236', '0.00', '0.45', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15527', '3:0:0', '1', '0.60', '236', '0.00', '0.60', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15528', '3:0:0', '1', '0.60', '236', '0.00', '0.52', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15529', '3:0:0', '1', '0.60', '236', '0.00', '0.42', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15530', '3:0:0', '1', '0.60', '236', '0.00', '0.28', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15531', '3:0:0', '1', '0.60', '236', '0.00', '0.30', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15532', '3:0:0', '1', '0.60', '236', '0.00', '0.23', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15533', '3:0:0', '1', '0.60', '236', '0.00', '0.49', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15534', '3:0:0', '1', '0.60', '236', '0.00', '0.25', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15535', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15536', '3:0:0', '1', '0.60', '236', '0.00', '0.66', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15537', '3:0:0', '1', '0.60', '236', '0.00', '0.72', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15538', '3:0:0', '1', '0.60', '236', '0.00', '0.52', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15539', '3:0:0', '1', '0.60', '236', '0.00', '0.54', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15540', '3:0:0', '1', '0.60', '236', '0.00', '0.27', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15541', '3:0:0', '1', '0.60', '236', '0.00', '0.62', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15542', '3:0:0', '1', '0.60', '236', '0.00', '0.43', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15543', '3:0:0', '1', '0.60', '236', '0.00', '0.31', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15544', '3:0:0', '1', '0.60', '236', '0.00', '0.46', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15545', '3:0:0', '1', '0.60', '236', '0.00', '0.30', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15546', '3:0:0', '1', '0.60', '236', '0.00', '0.44', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15547', '3:0:0', '1', '0.60', '236', '0.00', '0.50', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15548', '3:0:0', '1', '0.60', '236', '0.00', '0.54', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15549', '3:0:0', '1', '0.60', '236', '0.00', '0.25', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15550', '3:0:0', '1', '0.60', '236', '0.00', '0.47', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15551', '3:0:0', '1', '0.60', '236', '0.00', '0.43', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15552', '3:0:0', '1', '0.60', '236', '0.00', '0.67', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15553', '3:0:0', '1', '0.60', '236', '0.00', '0.31', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15554', '3:0:0', '1', '0.60', '236', '0.00', '0.26', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15555', '3:0:0', '1', '0.60', '236', '0.00', '0.47', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15556', '3:0:0', '1', '0.60', '236', '0.00', '0.56', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15557', '3:0:0', '1', '0.60', '236', '0.00', '0.24', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15558', '3:0:0', '1', '0.60', '236', '0.00', '0.39', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15559', '3:0:0', '1', '0.60', '236', '0.00', '0.32', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15560', '3:0:0', '1', '0.60', '236', '0.00', '0.71', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15561', '3:0:0', '1', '0.60', '236', '0.00', '0.41', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15562', '3:0:0', '1', '0.60', '236', '0.00', '0.45', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15563', '3:0:0', '1', '0.60', '236', '0.00', '0.51', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15564', '3:0:0', '1', '0.60', '236', '0.00', '0.70', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15565', '3:0:0', '1', '0.60', '236', '0.00', '0.60', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15566', '3:0:0', '1', '0.60', '236', '0.00', '0.40', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15567', '3:0:0', '1', '0.60', '236', '0.00', '0.43', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15568', '3:0:0', '1', '0.60', '236', '0.00', '0.30', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15569', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15570', '3:0:0', '1', '0.60', '236', '0.00', '0.44', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15571', '3:0:0', '1', '0.60', '236', '0.00', '0.40', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15572', '3:0:0', '1', '0.60', '236', '0.00', '0.23', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15573', '3:0:0', '1', '0.60', '236', '0.00', '0.42', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15574', '3:0:0', '1', '0.60', '236', '0.00', '0.72', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15575', '3:0:0', '1', '0.60', '236', '0.00', '0.25', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15576', '3:0:0', '1', '0.60', '236', '0.00', '0.38', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15577', '3:0:0', '1', '0.60', '236', '0.00', '0.20', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15578', '3:0:0', '1', '0.60', '236', '0.00', '0.44', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15579', '3:0:0', '1', '0.60', '236', '0.00', '0.16', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15580', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15581', '3:0:0', '1', '0.60', '236', '0.00', '0.12', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15582', '3:0:0', '1', '0.60', '236', '0.00', '0.72', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15583', '3:0:0', '1', '0.60', '236', '0.00', '0.24', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15584', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15585', '3:0:0', '1', '0.60', '236', '0.00', '0.07', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15586', '3:0:0', '1', '0.60', '236', '0.00', '0.14', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15587', '3:0:0', '1', '0.60', '236', '0.00', '0.32', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15588', '3:0:0', '1', '0.60', '236', '0.00', '0.40', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15589', '3:0:0', '1', '0.60', '236', '0.00', '0.44', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15590', '3:0:0', '1', '0.60', '236', '0.00', '0.20', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15591', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15592', '3:0:0', '1', '0.60', '236', '0.00', '0.14', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15593', '3:0:0', '1', '0.60', '236', '0.00', '0.44', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15594', '3:0:0', '1', '0.60', '236', '0.00', '0.24', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15595', '3:0:0', '1', '0.60', '236', '0.00', '0.32', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15596', '3:0:0', '1', '0.60', '236', '0.00', '0.49', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15597', '3:0:0', '1', '0.60', '236', '0.00', '0.70', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15598', '3:0:0', '1', '0.60', '236', '0.00', '0.46', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15599', '3:0:0', '1', '0.60', '236', '0.00', '0.80', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15600', '3:0:0', '1', '0.60', '236', '0.00', '0.55', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15601', '3:0:0', '1', '0.60', '236', '0.00', '0.54', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15602', '3:0:0', '1', '0.60', '236', '0.00', '0.47', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15603', '3:0:0', '1', '0.60', '236', '0.00', '0.27', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15604', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15605', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15606', '3:0:0', '1', '0.60', '236', '0.00', '0.32', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15607', '3:0:0', '1', '0.60', '236', '0.00', '0.47', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15608', '3:0:0', '1', '0.60', '236', '0.00', '0.48', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15609', '3:0:0', '1', '0.60', '236', '0.00', '0.72', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15610', '3:0:0', '1', '0.60', '236', '0.00', '0.25', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15611', '3:0:0', '1', '0.60', '236', '0.00', '0.45', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15612', '3:0:0', '1', '0.60', '236', '0.00', '0.44', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15613', '3:0:0', '1', '0.60', '236', '0.00', '0.48', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15614', '3:0:0', '1', '0.60', '236', '0.00', '0.22', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15615', '3:0:0', '1', '0.60', '236', '0.00', '0.32', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15616', '3:0:0', '1', '0.60', '236', '0.00', '0.30', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15617', '3:0:0', '1', '0.60', '236', '0.00', '0.25', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15618', '3:0:0', '1', '0.60', '236', '0.00', '0.25', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15619', '3:0:0', '1', '0.60', '236', '0.00', '0.25', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15620', '3:0:0', '1', '0.60', '236', '0.00', '0.26', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15621', '3:0:0', '1', '0.60', '236', '0.00', '0.07', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15622', '3:0:0', '1', '0.60', '236', '0.00', '0.07', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15623', '3:0:0', '1', '0.60', '236', '0.00', '0.15', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15624', '3:0:0', '1', '0.60', '236', '0.00', '0.32', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15625', '3:0:0', '1', '0.60', '236', '0.00', '0.43', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15626', '3:0:0', '1', '0.60', '236', '0.00', '0.57', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15627', '3:0:0', '1', '0.60', '236', '0.00', '0.43', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15628', '3:0:0', '1', '0.60', '236', '0.00', '0.43', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15629', '3:0:0', '1', '0.60', '236', '0.00', '0.24', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15630', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15631', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15632', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15633', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15634', '3:0:0', '1', '0.60', '236', '0.00', '0.20', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15635', '3:0:0', '1', '0.60', '236', '0.00', '0.58', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15636', '3:0:0', '1', '0.60', '236', '0.00', '0.23', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15637', '3:0:0', '1', '0.60', '236', '0.00', '0.37', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15638', '3:0:0', '1', '0.60', '236', '0.00', '0.24', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15639', '3:0:0', '1', '0.60', '236', '0.00', '0.42', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15640', '3:0:0', '1', '0.60', '236', '0.00', '0.07', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15641', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15642', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15643', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15644', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15645', '3:0:0', '1', '0.60', '236', '0.00', '0.07', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15646', '3:0:0', '1', '0.60', '236', '0.00', '0.21', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15647', '3:0:0', '1', '0.60', '236', '0.00', '0.44', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15648', '3:0:0', '1', '0.60', '236', '0.00', '0.66', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15649', '3:0:0', '1', '0.60', '236', '0.00', '0.32', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15650', '3:0:0', '1', '0.60', '236', '0.00', '0.32', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15651', '3:0:0', '1', '0.60', '236', '0.00', '0.43', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15652', '3:0:0', '1', '0.60', '236', '0.00', '0.29', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15653', '3:0:0', '1', '0.60', '236', '0.00', '0.35', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15654', '3:0:0', '1', '0.60', '236', '0.00', '0.40', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15655', '3:0:0', '1', '0.60', '236', '0.00', '0.61', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15656', '3:0:0', '1', '0.60', '236', '0.00', '0.27', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15657', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15658', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15659', '3:0:0', '1', '0.60', '236', '0.00', '0.14', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15660', '3:0:0', '1', '0.60', '236', '0.00', '0.06', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15661', '3:0:0', '1', '0.60', '236', '0.00', '0.22', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15662', '3:0:0', '1', '0.60', '236', '0.00', '0.68', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15663', '3:0:0', '1', '0.60', '236', '0.00', '0.65', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15664', '3:0:0', '1', '0.60', '236', '0.00', '0.28', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15665', '3:0:0', '1', '0.60', '236', '0.00', '0.60', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '15666', '3:0:0', '1', '0.60', '236', '0.00', '0.44', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
